RefSeqID	FBgn	Chr	Start	End	Score	Strand	IC_4_6_K4me3_1	IC_4_6_K4me3_2	IC_6_8_K4me3_1	IC_6_8_K4me3_2	IC_8_10_K4me3_1	IC_8_10_K4me3_2	VC_4_6_K4me3_1	VC_4_6_K4me3_2	VC_68_K4me3_1_1	VC_68_K4me3_2_1	VC_810_K4me3_1_1	VC_810_K4me3_2_1	IC_4_6_K27ac_1	IC_4_6_K27ac_3	IC_6_8_K27ac_1	IC_6_8_K27ac_3	IC_8_10_K27ac_1	IC_8_10_K27ac_2	VC_4_6_K27ac_1	VC_4_6_K27ac_2	VC_68_K27ac_1_1	VC_68_K27ac_2_1	VC_810_K27ac_1_1	VC_810_K27ac_2_1	IC_4_6_K79me3_1	IC_4_6_K79me3_2	IC_6_8_K79me3_1	IC_6_8_K79me3_2	IC_8_10_K79me3_1	IC_8_10_K79me3_2	VC_4_6_K79me3_1	VC_4_6_K79me3_2	VC_68_K79me3_1_1	VC_68_K79me3_2_1	VC_810_K79me3_1_1	VC_810_K79me3_2_1	IC_4_6_K4mono_1	IC_4_6_K4mono_2	IC_6_8_K4mono_1	IC_6_8_K4mono_2	IC_8_10_K4mono_1	IC_8_10_K4mono_2	VC_4_6_K4mono_1	VC_4_6_K4mono_2	VC_68_K4mono_1_1	VC_68_K4mono_2_1	VC_810_K4mono_1_1	VC_810_K4mono_2_1	IC_4_6_K27me3_1	IC_4_6_K27me3_2	IC_6_8_K27me3_2	IC_6_8_K27me3_3	IC_8_10_K27me3_1	IC_8_10_K27me3_2	VC_4_6_K27me3_1	VC_4_6_K27me3_2	VC_68_K27me3_1_1	VC_68_K27me3_2_1	VC_810_K27me3_1_1	VC_810_K27me3_2_1	X4.6h_Ind.neg_1	X4.6h_Ind.neg_2	X4.6h_Ind.pos_1	X4.6h_Ind.pos_2	X6.8h_Ind.neg_1	X6.8h_Ind.neg_2	X6.8h_Ind.pos_1	X6.8h_Ind.pos_2	X4.6h_Vnd.neg_1	X4.6h_Vnd.neg_2	X4.6h_Vnd.pos_1	X4.6h_Vnd.pos_2	X6.8h_Vnd.neg_1	X6.8h_Vnd.neg_2	X6.8h_Vnd.pos_1	X6.8h_Vnd.pos_2	X4.6h_Pros.neg_1	X4.6h_Pros.neg_2	X4.6h_Pros.pos_1	X4.6h_Pros.pos_2	X6.8h_Pros.neg_1	X6.8h_Pros.neg_2	X6.8h_Pros.pos_1	X6.8h_Pros.pos_2	X6.8h_Elav.neg_1	X6.8h_Elav.neg_2	X6.8h_Elav.pos_1	X6.8h_Elav.pos_2	X8.10h_Elav.neg_1	X8.10h_Elav.neg_2	X8.10h_Elav.pos_1	X8.10h_Elav.pos_2	X18.22h_Elav.neg_1	X18.22h_Elav.neg_2	X18.22h_Elav.pos_1	X18.22h_Elav.pos_2	X6.8h_Repo.neg_1	X6.8h_Repo.neg_2	X6.8h_Repo.pos_1	X6.8h_Repo.pos_2	X8.10h_Repo.neg_1	X8.10h_Repo.neg_2	X8.10h_Repo.pos_1	X8.10h_Repo.pos_2	X18.22h_Repo.neg_1	X18.22h_Repo.neg_2	X18.22h_Repo.pos_1	X18.22h_Repo.pos_2	CGID	Symbol	Biotype	Tissue_46_K4me3	Tissue_68_K4me3	Tissue_810_K4me3	Tissue_46_K27ac	Tissue_68_K27ac	Tissue_810_K27ac	Tissue_46_K79me3	Tissue_68_K79me3	Tissue_810_K79me3	Tissue_46_K4me1	Tissue_68_K4me1	Tissue_810_K4me1	Tissue_46_K27me3	Tissue_68_K27me3	Tissue_810_K27me3	fit3.cluster	K4_vector	K27_vector	K79_vector	Euklidian_dist
NR_123970.1	NA	X	20690433	20690633	500	-	14	23	37	45	39	45	62	102	91	43	170	119	148	104	139	3	72	100	125	45	134	93	149	85	207	280	75	46	108	114	142	81	74	86	66	27	437	847	667	473	559	470	581	260	979	774	881	961	944	355	267	332	379	607	702	408	426	482	604	497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	-0.563311407819163	0	-0.404429343084971	-0.756514861593412	0	0	-0.147985072891326	-0.510348165166707	-0.483485152993875	0.157266866827498	0.70445752846056	-0.00784682724627096	3	1.14181839105191	-2.53392267465275	-0.756514861593412	2.88042151343782
NM_057265.4	FBgn0002522	3R	6678390	6678590	500	-	147	103	97	84	180	133	272	423	275	214	328	257	130	81	76	5	65	87	185	82	237	234	210	99	118	338	150	42	92	117	231	161	244	194	120	44	643	1035	743	676	706	553	919	287	1276	1079	971	1009	1209	256	600	803	222	843	842	521	628	671	769	491	10.9634847186858	11.0378806785821	10.8270753163194	11.3338078334261	11.4328287312741	11.2022644176667	11.0225306629242	10.8911722732206	10.9152991646849	10.9602038613678	11.2662428757965	11.2622372452032	11.1940192713615	11.1528943062454	11.3962991820539	11.3528244961713	10.8402696182231	11.04834930513	11.2479366397761	11.4392293262803	11.0326638307597	10.9264360869846	11.2321730051278	11.0938262769336	11.008774626816	11.3277494288331	11.0986042831165	11.3655646562965	11.4115520287079	11.3374035845585	11.3147097540877	10.7359228221414	11.9797725966738	11.6055018402926	11.0637060472006	11.1347910812936	11.3227502360633	11.259440892697	11.7097287593968	11.2121677624945	11.134168238877	11.0863112987872	11.2240821189467	11.0111468553793	11.3758588971543	11.5304519105422	11.3982362456639	11.5460889423363	CG1264	lab	protein_coding	0.116127777832633	-0.318146532379673	0.363574910760047	0.401308992178883	1.69682786440326	0.165999473638527	0.425483126711531	0.916277175528478	0	-0.132255593379177	-0.409025020293975	-0.667783471681248	0.110574705475179	0.00286348745481965	-0.309301294371169	6	1.37062024156741	2.14783464983585	1.34176030224001	2.87960313902749
NM_001275414.2	FBgn0267337	3R	7309429	7309629	500	-	10	63	34	23	6	11	57	24	25	30	71	63	128	79	125	66	61	117	152	76	352	208	257	118	10	126	35	73	82	38	30	23	25	37	63	29	127	345	142	52	153	144	96	108	352	212	506	624	54	165	123	129	1	183	186	114	154	196	245	224	9.49879383337529	9.30310366045332	10.109595029111	9.64616469007441	9.36053899766508	9.54356866963765	9.76142130127737	9.86211017942237	10.3879081768957	10.6421964893499	11.0701612100023	10.9708245812012	10.8543315218044	10.8997817182686	11.2297226982154	11.0039387284428	10.0308463363181	9.97641297611705	10.0929619129585	9.96642407725354	9.79522404031592	9.96364487620344	10.066443520656	10.0861373591959	9.90645150221219	9.06462307023043	10.7210213936202	11.1124200284404	9.43535744757743	10.510517577159	10.448082758226	11.2708477317006	9.84087441961798	10.807691579474	11.9694998020493	12.1059189537241	9.25404476682928	9.10645082502182	9.57192272421604	10.2999598847919	9.71964042768542	9.98218510341923	10.2544578367268	10.8535086204027	11.2936383836325	10.796472852587	10.4044306272287	10.3990567986902	CG42277	rn	protein_coding	0	0	0	0.235643844939504	0.238568374009894	0.219060242081739	0	0	0	-0.46823525233253	0.416229824961928	0.599902892109258	2.40609594666846	0.554892673807784	0.501043813885128	2	-0.547897464738656	-2.82260883325289	0	2.87529342110058
NM_001274323.1	FBgn0035213	3L	1341965	1342165	500	-	1818	1617	997	1514	2222	2592	3876	4261	3274	3763	3107	2899	899	967	1149	485	635	674	1390	438	1480	1551	993	1156	690	1135	511	581	516	472	757	347	487	515	221	79	70	188	92	91	81	68	124	46	216	164	194	206	71	59	87	154	41	40	92	49	50	30	53	51	12.6341212366805	12.6814153492441	12.2916988274346	12.4772658561152	12.7943710162512	12.9734135267724	12.641104365123	12.5223980069321	12.0978774575203	11.9988606110057	11.3730684874744	11.604885019944	12.3183813007662	12.2261503394192	11.6433857238825	11.7150870375872	12.0884079366642	12.3050660314838	11.5948344608708	12.0240178420425	12.375564912201	12.6730562149057	12.0374612280665	11.9233912799736	12.7065121028539	12.6210785415549	11.6091656809522	11.7939230371479	12.352880609464	12.0352033827899	11.7944592016797	11.1303301956315	11.6284843697264	10.9609679800585	10.6729423964114	10.8496809341356	13.0620559323043	13.0004716315442	11.9133112819142	11.4954749259415	12.6018510778445	12.2274052694183	11.800008747587	11.2243484114404	11.1948336591143	11.0881198441733	10.824672469535	10.8232527188879	CG2199	CG2199	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.43754578300235	0	3	0	2.8750915660047	0	2.8750915660047
NM_079407.3	NA	3L	17823332	17823532	500	+	46	22	18	25	13	13	24	19	17	26	49	50	77	32	52	147	64	55	87	49	125	107	104	115	26	149	1	3	13	27	74	39	26	24	46	25	26	131	63	48	51	73	57	41	141	74	225	181	33	35	77	121	96	26	176	57	81	113	90	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0.379899877635156	2.63316826685997	0.108266986482549	0	2	-0.379899877635156	-2.84970223982507	0	2.87491335046662
NM_079407.3	FBgn0001134	3L	17823332	17823532	500	+	46	22	18	25	13	13	24	19	17	26	49	50	77	32	52	147	64	55	87	49	125	107	104	115	26	149	1	3	13	27	74	39	26	24	46	25	26	131	63	48	51	73	57	41	141	74	225	181	33	35	77	121	96	26	176	57	81	113	90	72	9.2308825927134	9.04768906000837	9.39246043367951	8.94790648560445	8.99030239757099	9.28758445123187	9.11722045592784	9.58067010260638	9.89165465383251	10.0885971581621	10.3051634253418	10.0388929240914	10.2836285676899	10.4058916792499	10.4631608138367	10.3059161740984	10.0081741179238	9.70627688981853	9.70812125287192	9.34638432521621	9.63973229712187	9.57981686739466	9.14397128567445	9.67465675648594	9.62172468849526	8.84180544851571	9.41071595026369	9.17548513201011	9.12655257896016	10.0596006789367	9.19411615702906	10.5974071431784	9.20317211437566	10.4564542800082	10.1866812982428	9.88889592737249	8.91639551432297	9.22563094829337	8.99677954918207	9.89226745788274	9.68480823034621	10.2284415048922	9.71912518570537	10.7487141911991	9.80246884049928	10.1826045212883	9.85264569421316	9.83356558082242	CG7446	Grd	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0.379899877635156	2.63316826685997	0.108266986482549	0	2	-0.379899877635156	-2.84970223982507	0	2.87491335046662
NM_133091.3	FBgn0004959	X	18685765	18685965	500	+	186	156	53	83	34	28	224	461	171	115	82	56	383	502	265	254	176	221	500	217	636	583	474	354	202	311	121	95	99	89	939	460	325	202	80	28	426	622	492	319	298	310	463	180	1009	798	843	809	47	30	17	50	3	32	36	16	41	34	38	17	10.5119858036581	10.8189416272459	9.79929204154789	9.49877224250416	9.349623218403	9.50176513709408	9.62711439499716	9.68108992837794	10.2246812155983	10.1576218912488	10.2049519779519	10.0780443914493	9.86265488300304	9.97918605361968	10.0723168815049	10.074960790846	9.90624696769589	10.113337213328	9.76217979873734	10.036821457254	9.67167577854953	9.87960096416782	9.80992717414905	9.92845881113863	9.7564076409708	9.38203164664662	9.48792558434767	9.12260651541731	9.16994644187455	9.69031460198377	9.08802446235769	10.0454692213019	9.96674572510051	10.1229470811102	9.29204674697421	9.33470128415671	9.4159818352348	9.52903850338786	9.34976933444309	9.65565769161205	9.21541881958557	9.79029986081315	9.74456917876874	9.90818285224535	9.91249840339617	9.49808854942334	9.13974093917697	9.24213866888325	CG6578	phm	protein_coding	-0.371214468631475	-0.621788586603389	0	-0.248631055443841	-0.280201189577297	0.222580961606296	1.82946541424615	0.90691659830786	0	-0.32557382445507	0.0302776559689371	0.115044820635326	0	0	0	3	-0.812751707384057	-0.306251283414842	2.73638201255401	2.87091304380298
NM_165604.3	FBgn0050366	2R	8364188	8364388	500	-	23	36	36	15	37	7	13	16	14	13	31	28	113	113	97	1	89	102	150	86	315	292	282	178	38	139	57	26	57	20	71	36	36	33	52	17	52	145	75	107	49	44	78	40	228	204	285	278	68	43	101	56	1	45	115	48	78	90	72	65	8.89280503190146	8.86532692907992	9.13106159312936	8.83124488183083	8.99592979294872	9.03969477951311	8.86651091660804	8.95604437716116	9.28081070241087	9.29693483701537	9.47819343571497	9.44221914121635	9.36597837208658	9.42874132031288	9.51109207574985	9.43664998816245	9.19987858736081	9.16758763792861	9.29134758010516	9.26738952695539	9.24357341667245	9.02598366782385	9.19368338866065	9.12784775451385	9.00557451912783	8.97208931652254	9.57479854219154	9.53214110383923	9.07812191484695	9.27703863123476	9.54097846481847	9.58966775085465	9.24727224842738	9.44765574879045	9.50384399780357	9.39347496734903	8.92863973735194	9.11391602495014	10.27224015761	10.3975767673228	9.01213781888716	9.34498963606401	10.2978540266639	10.0863699136094	9.3483901979129	9.18398192552554	10.6395214931802	10.8034596427466	CG30366	swif	protein_coding	0	0	0	0.196849483350323	1.90764818791129	0.421736968194871	0	0	0	0	0.0863643059833528	1.27391748280208	0	0	0	6	-1.36028178878543	2.52623463945648	0	2.86918594700503
NM_079260.3	FBgn0020633	3L	8891595	8891795	500	+	896	797	469	874	875	1190	1597	2016	1711	1601	1319	1254	563	819	715	378	293	214	568	209	558	864	366	340	333	679	431	304	179	212	363	159	272	263	117	39	54	142	75	83	80	88	113	58	236	137	233	237	17	9	81	65	10	23	52	20	28	37	36	14	13.7751498955436	13.8734176532085	14.017404604403	14.3354715799621	13.1689467273274	13.1716422234886	14.110675742913	13.8917175338242	12.7847918688502	12.5820549921826	12.1907192666972	12.4552861884917	12.3825495018611	12.5083788261464	12.3560626087237	12.5354631526878	12.213596351213	12.4433925244889	12.9251621520197	13.3159321905151	12.5252733400483	12.9709057463132	12.995082412182	13.0086964850927	13.1462280166869	12.706004739243	11.7492380374767	11.5613930367174	11.7374512245349	11.4258059587305	11.5929852105066	10.5429892280887	11.0466782836977	10.545674996406	10.0826358904559	10.2535418779289	13.5024524329874	13.4074157313863	12.5523840976102	12.0227685236981	12.5685704471628	12.1881317965125	12.4054157753491	11.4605770125976	10.872600485861	10.8188362527374	10.0272793121182	10.2386283217677	CG4978	Mcm7	protein_coding	-0.260044047777093	-0.38653774106789	-0.160809328111065	-0.822410588640647	-0.933213171039145	-0.354939081700637	-0.515910444698798	-0.812506282374	-0.328467703960569	0	0.0484815698242659	0.155532228595611	0	0	0	5	-1.01140491537592	-2.11056284138043	-1.65688443103337	2.86752182695497
NR_001670.1	NA	2L	19810733	19810933	500	+	31	20	18	17	40	16	10	14	11	33	54	71	41	49	84	29	177	134	186	73	268	327	276	255	21	230	13	39	11	13	34	31	49	58	84	24	111	306	120	102	222	243	149	120	485	339	594	724	98	5	13	35	84	41	61	17	43	74	64	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1.55162033782789	1.21833593839772	-0.0606832261814095	0	0	0	0.0297512879408751	0.736352532577435	0.171722936348147	0	0	0	6	-0.937826756866457	2.7092730500442	0	2.86699834070243
NM_078946.4	NA	2R	9979318	9979518	500	+	36	31	58	34	100	63	210	202	158	76	215	171	143	92	102	95	51	36	118	74	186	145	125	43	121	360	106	24	93	91	194	88	141	108	71	26	770	1234	998	703	926	644	1057	394	1856	1545	1440	1495	1648	548	768	1273	765	1324	1064	872	929	922	1107	744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27880053760875	0	0.693736103899022	-0.129726030890817	-0.752572277030139	0	-0.213088062969098	0.679233039374606	0	-0.0821351535185838	-0.124847430065225	-0.415170091646875	0.234633755494362	0.00406567235953312	-0.401299753680101	1	2.59468931673846	-1.12506340813438	0.466144976405508	2.86626437401502
NM_078946.4	FBgn0000606	2R	9979318	9979518	500	+	36	31	58	34	100	63	210	202	158	76	215	171	143	92	102	95	51	36	118	74	186	145	125	43	121	360	106	24	93	91	194	88	141	108	71	26	770	1234	998	703	926	644	1057	394	1856	1545	1440	1495	1648	548	768	1273	765	1324	1064	872	929	922	1107	744	10.8772165463459	11.1521171575456	10.5118017266601	10.2604923314434	10.943914630987	10.8998015509857	10.9923384936416	11.0510390350227	11.0925500969682	11.118485193712	11.2148840817682	11.4339511088013	10.5430662709326	10.4055384655549	11.4511278398967	11.8136519496223	11.4092842644944	11.6124387036486	11.4528418386206	11.9328227780849	10.430776415587	10.5669349264661	11.9090296056636	11.9207702110947	10.5762141129968	10.2827818597529	12.6429977741365	12.9437752751607	10.3697172966582	10.2768986562682	12.4608174053057	12.1556235610785	10.3244736151254	10.0566949414556	11.3234627292546	11.6694453904757	10.9401599165203	10.8530883132786	10.9548205638448	10.3573025845641	10.5971400462479	10.2216912991504	10.5631656886873	10.2870477271987	10.8430261119373	10.4832665099852	10.32502086951	10.5889841761462	CG2328	eve	protein_coding	1.27880053760875	0	0.693736103899022	-0.129726030890817	-0.752572277030139	0	-0.213088062969098	0.679233039374606	0	-0.0821351535185838	-0.124847430065225	-0.415170091646875	0.234633755494362	0.00406567235953312	-0.401299753680101	1	2.59468931673846	-1.12506340813438	0.466144976405508	2.86626437401502
NM_001103866.2	FBgn0085428	2R	16309148	16309348	500	+	21	6	46	15	44	25	167	156	193	314	208	151	105	114	138	86	109	171	339	152	580	492	463	283	48	127	100	66	38	53	151	61	245	129	134	59	306	450	378	135	225	168	556	126	671	531	652	604	115	4	26	149	20	51	162	53	58	99	69	54	9.89093333843993	10.1240504366213	10.0343015604057	9.80765773751481	9.85087119908736	9.90191915474866	9.92933256216924	9.98942085784248	10.4943280115452	10.4521076396885	10.8447726634217	10.6242959430964	10.5416034576093	10.6398554701786	10.8923361409026	10.8250738272486	10.3980206127134	10.4248251492834	10.1674995138852	10.3487970102722	10.3977212052661	10.0877770369378	9.9375100723395	10.4127222811317	10.0522409937359	10.0199424809922	10.1847882159532	9.70502789191731	10.0607863568183	10.4621474455682	9.92958188149945	10.9815400677754	11.0488537533397	11.2531445215044	10.3999000726359	10.2904108919225	9.81004221387657	9.81650308014998	9.56858501851007	10.6068822193203	10.0862693174744	10.5465840284038	10.2226099083912	10.9050842628729	10.6745713518219	10.9776656382637	10.4190924427746	10.4924518093606	CG34399	Nox	protein_coding	0	1.20607981008771	0	1.22992444077374	0.895167760567014	0.56839032186284	0.775658021442306	0	0	0.113849022567059	0.139935292244682	0.357356729522976	0	0	0	6	0.594938765752993	2.69348252320359	0.775658021442306	2.86538751376261
NM_078845.5	FBgn0260446	2L	15016330	15016530	500	+	33	32	56	42	4	29	95	53	35	33	104	103	84	50	42	53	57	85	113	52	133	132	161	143	32	135	20	40	45	15	50	29	40	41	62	24	162	221	156	117	104	114	178	82	298	193	286	244	189	65	161	163	56	60	114	53	63	78	83	43	9.85254506690297	9.51032693346901	10.3745738594947	10.3412825228283	9.50910776296164	9.77545532480566	10.1344948869227	9.94425915250139	10.3032886732054	10.4593135063634	11.3847990306024	11.3810389982693	10.5805757691678	10.3913081310751	10.9982310599201	10.9756876584701	10.6682784694228	10.3574214254166	11.3546684446926	11.1030215342034	10.0018574562453	10.0722968187895	11.4024763029447	11.0821277369835	9.9573172441679	9.03077465993105	11.9571615852285	12.9049587399718	9.27953695418431	10.3392393449233	11.9183092182837	11.6162025948325	10.2696926530538	10.9538134750974	14.1101795779586	13.9714318958584	9.16689743212362	9.53507917155666	10.0787999505136	10.6400760082168	9.97636739762559	10.4454867266908	10.4064077034573	11.1798336059209	12.6127823285244	12.1315069694307	11.8841055421403	11.6613208786956	CG15274	GABA-B-R1	protein_coding	0	0	0	0	0	0.269711038391461	0	0	0	-0.151367994491928	-0.309301405995427	-0.0448815923799209	-0.29761437488517	-1.12655237257024	0	3	0.505550992867276	2.82043015841711	0	2.86538096679968
NM_057678.5	FBgn0011701	3R	18236191	18236391	500	+	15	38	31	36	39	33	51	52	60	21	125	89	24	41	42	16	53	55	81	39	98	69	82	59	21	121	11	4	23	22	50	12	25	21	39	10	163	435	247	241	231	310	321	188	861	592	628	583	532	113	150	409	283	597	568	433	487	448	638	395	10.0196602087566	9.8047232947425	10.5757916742319	10.6363619600155	10.2299028649433	10.4069695963996	10.0911136131803	10.2136906915922	10.7901872830609	10.6700326509692	10.9368231572655	10.971806687727	10.7149897418228	10.6725283423329	10.7837938742234	10.6513044779189	10.439989014432	10.3471534464119	12.42094257855	12.348521264371	10.2174396945979	10.3409570790629	12.0534793239035	11.6541670690186	9.92078420314555	9.84941287759567	12.5740619287338	11.9486915739627	10.1820541431806	10.6828054023696	12.1803352948678	11.4877647924254	11.5574984508921	10.8984743285503	10.8895196566218	11.4632245481498	9.58724261309722	9.77090629660198	16.2563368583714	15.6067711275033	10.0921656802403	10.1926527965813	15.8330667414661	14.8231279172281	10.1551627918864	10.2718207940924	15.5383330164641	15.3515488625727	CG31240	repo	protein_coding	0	0	0	0	0	0	0	0	0	0.348143942703624	0.408020141829479	-0.170432232135989	0.895369481954249	0.952859728665041	-0.100955037826679	3	-0.585731852397114	-2.80108893928433	0	2.86167451830105
NM_170567.3	FBgn0003870	3R	31725779	31725979	500	+	128	100	287	367	1041	1693	1543	973	1722	1851	2335	1991	212	239	302	122	240	286	387	147	431	599	442	463	487	1568	530	421	1051	1566	559	339	951	885	931	284	126	302	150	161	135	118	249	149	387	265	273	301	62	4	85	79	57	34	48	31	61	26	65	34	14.3461975304387	14.226575050366	15.5318981361069	15.9537037423885	15.4788730621838	15.4349545605301	15.7051855498522	15.5215227127585	14.8664835597632	14.706654197983	15.2361199730736	15.4676713500451	14.7820518031597	14.6045574494723	14.5964422917414	14.6631093049463	15.3411287039251	15.694628292332	14.8165756933354	14.9658167605725	15.1597242909996	15.1255952507343	14.9943781132485	14.4801325187739	15.0393171164973	15.8475986077014	13.9256395367103	14.2790466116266	16.5965441328216	16.0956610765776	14.396938600366	12.93625901121	14.8125204545263	13.9052934460119	12.2471741735181	12.8041422194878	15.315257568487	15.2449283741541	16.7406192002814	15.9409825436126	15.907263692678	15.5323506751596	16.3053267444654	15.3949291417597	13.8500173805308	14.022941159957	14.956714693784	15.080308084563	CG1856	ttk	protein_coding	2.14299528509661	0.72190555315246	0.193340546770901	0.261292287594095	0.055884625163285	-0.0395695005306411	-0.546398325161301	0.580949264786154	-0.117528015301766	0.460493062692827	-0.104321857790901	-0.142850330096354	0	0	0	1	2.8449205102144	0.277607412226739	-0.082977075676913	2.85963700141288
NM_001260385.1	FBgn0039425	3R	26414087	26414287	500	+	33	21	18	57	1	3	9	11	34	10	17	30	138	76	26	1	123	83	92	54	237	155	200	151	16	144	1	32	131	20	40	24	29	26	39	24	55	85	42	64	73	55	47	25	111	66	178	148	400	25	97	149	2	92	91	59	70	69	57	35	9.08349545266413	8.8637640013242	9.17736717970864	8.65618591955091	8.78750746555691	9.08653120370648	8.74597527114733	9.15171135202901	9.52877978640183	9.57992211086973	9.761006385915	9.59739557766573	9.62322749863301	9.82501022279697	9.87739302658504	9.70949682779609	9.70345201239179	9.35154391261671	9.5580959614817	9.13632075664544	9.40022620748893	9.26388005087242	9.00341123281598	9.81447802260938	9.32851766402918	8.8737581864054	9.43136602366218	8.8503756659255	8.87258740582491	9.62264944225573	8.9811309549621	10.1119615929526	8.88777361840428	9.99498610822036	9.98624719363439	9.47983446589799	8.92792205709776	8.91771804001339	8.91108106790695	9.43460803170113	9.52408535801581	9.6987428431093	9.45311032933018	10.1528242020521	9.62662493079722	9.78216344545538	9.60208013805921	9.70795581758684	CG5432	CG5432	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	-1.47881642103891	-0.689603296140908	-0.890756872008589	4	0	2.85802301332073	0	2.85802301332073
NR_133377.1	NA	3R	11356401	11356601	500	-	10	46	44	51	20	16	28	18	24	21	53	39	256	207	305	123	216	166	361	172	463	553	326	229	21	250	77	23	88	60	258	87	336	170	184	59	187	342	302	281	205	271	344	130	695	514	622	514	826	215	822	868	911	1275	813	345	512	615	843	659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.285775808319623	0.0226173468395099	-0.306131453869041	1.1197961195732	0	1.65424445444052	0.256073582157981	-0.10330392982037	-0.0760506544263769	0.344941217840876	-0.506280236936603	-0.635592663164868	3	-0.0767189979112341	0.669880957322422	2.77404057401372	2.85480777074361
NM_166477.2	FBgn0010228	2R	21704301	21704501	500	-	429	318	385	523	809	942	775	928	849	772	992	955	657	871	1180	555	675	574	1082	348	1138	1472	964	896	109	304	146	126	132	107	188	76	108	86	84	46	89	161	161	176	108	102	224	100	433	362	289	337	52	1	21	116	13	23	49	6	48	45	30	27	14.2035924646087	13.848825214319	14.877954778694	15.014814113823	14.953626664755	15.1958937003345	15.1183144853921	15.1525614283335	13.2376606279828	13.0283240366936	13.4607565686886	13.650717301774	14.0337810870564	13.8816525595594	13.5624853327006	13.6734581886987	13.5538787374321	14.0422325351225	14.9991227079032	15.454021816594	13.6814992478774	14.4321989427252	14.8222411168093	14.6713158189113	14.6644548213927	13.8945073185825	15.0212965920298	14.3383225245783	13.5465241738259	13.5939595419562	14.3745302931251	14.1386811572676	13.1087840656673	12.3094680459584	13.8168346051147	14.0204547933008	14.9761137387299	15.1032969261147	14.5328227406435	13.5290427773258	14.5975571822201	14.3449610577565	13.9134879757959	13.1766831267028	13.3586325833375	13.2360915602513	12.3565174329634	12.5012745439106	CG17921	HmgZ	protein_coding	-0.159633839204791	-0.88086781483908	-0.337509714252687	-0.125807890336854	-0.685338379308624	-0.256650371260051	-0.130431280300678	-0.869832729581479	0.260006521168105	0.823233208998619	0.0861240722721418	0.248596338321713	0	0	0	5	-2.53596498788903	-1.06779664090553	-0.740257488714052	2.8494366523447
NR_048114.1	NA	2R	14739042	14739242	500	-	18	31	49	30	55	10	10	23	14	17	37	32	65	23	63	51	52	82	122	42	197	150	164	115	47	178	129	34	1	23	46	34	35	38	41	14	59	122	35	59	69	75	173	85	235	192	334	298	110	21	53	24	64	24	78	37	50	66	65	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0.154334557750754	0.21927134566231	0	0	0	1.00241033395236	1.00696469253535	0.807329406857639	0	0	0	2	-2.81670443334535	0.373605903413064	0	2.84137382895888
